Cpd_id	Cpd_name	Pathway_id	Pathway_name
C00213	Sarcosine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00258	D-Glycerate	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00263	L-Homoserine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00300	Creatine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00430	5-Aminolevulinate	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00441	L-Aspartate 4-semialdehyde	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00546	Methylglyoxal	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00576	Betaine aldehyde	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00581	Guanidinoacetate	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00631	2-Phospho-D-glycerate	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00719	Betaine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00740	D-Serine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00986	1,3-Diaminopropane	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C01005	O-Phospho-L-serine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C01026	N,N-Dimethylglycine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C01102	O-Phospho-L-homoserine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C01242	[Protein]-S8-aminomethyldihydrolipoyllysine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C01888	Aminoacetone	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C02051	Lipoylprotein	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C02291	L-Cystathionine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C02737	Phosphatidylserine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C02972	Dihydrolipoylprotein	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C03082	4-Phospho-L-aspartate	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C03194	(R)-1-Aminopropan-2-ol	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C03232	3-Phosphonooxypyruvate	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C03283	L-2,4-Diaminobutanoate	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C03508	L-2-Amino-3-oxobutanoic acid	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C05519	L-Allothreonine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C06231	Ectoine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C06442	N(gamma)-Acetyldiaminobutyrate	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C16432	5-Hydroxyectoine	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C19929	N(alpha)-Acetyl-L-2,4-diaminobutyrate	hsa00260	Glycine, serine and threonine metabolism - Homo sapiens (human)
C00019	S-Adenosyl-L-methionine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00021	S-Adenosyl-L-homocysteine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00022	Pyruvate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00041	L-Alanine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00049	L-Aspartate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00051	Glutathione	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00059	Sulfate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00065	L-Serine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00073	L-Methionine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00094	Sulfite	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00097	L-Cysteine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00109	2-Oxobutanoate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00155	L-Homocysteine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00170	5'-Methylthioadenosine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00197	3-Phospho-D-glycerate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00263	L-Homoserine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00283	Hydrogen sulfide	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00409	Methanethiol	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00441	L-Aspartate 4-semialdehyde	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00491	L-Cystine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00506	L-Cysteate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00606	3-Sulfino-L-alanine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00793	D-Cysteine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00957	Mercaptopyruvate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00979	O-Acetyl-L-serine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C01005	O-Phospho-L-serine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C01077	O-Acetyl-L-homoserine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C01118	O-Succinyl-L-homoserine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C01137	S-Adenosylmethioninamine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C01180	4-Methylthio-2-oxobutanoic acid	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C01234	1-Aminocyclopropane-1-carboxylate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C01817	L-Homocystine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C01962	Thiocysteine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C02218	Dehydroalanine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C02291	L-Cystathionine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C02356	(S)-2-Aminobutanoate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C02989	L-Methionine S-oxide	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C03082	4-Phospho-L-aspartate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C03089	5-Methylthio-D-ribose	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C03145	N-Formylmethionine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C03232	3-Phosphonooxypyruvate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C03431	S-Inosyl-L-homocysteine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C03539	S-Ribosyl-L-homocysteine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C04188	S-Methyl-5-thio-D-ribose 1-phosphate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C04582	S-Methyl-5-thio-D-ribulose 1-phosphate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C05324	Nicotianamine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C05524	Aminoacyl-L-methionine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C05526	S-Glutathionyl-L-cysteine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C05527	3-Sulfinylpyruvate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C05528	3-Sulfopyruvate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C05823	3-Mercaptolactate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C05824	S-Sulfo-L-cysteine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C06547	Ethylene	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C08276	3-(Methylthio)propanoate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C09306	Sulfur dioxide	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C11437	1-Deoxy-D-xylulose 5-phosphate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C11481	HSO3-	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C11499	(S)-3-Sulfolactate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C11537	(2R)-3-Sulfolactate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C15606	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C15650	2,3-Diketo-5-methylthiopentyl-1-phosphate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C15651	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C18049	N-Acyl-L-homoserine lactone	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C19787	5'-S-Methyl-5'-thioinosine	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C21015	gamma-L-Glutamyl-L-2-aminobutyrate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C21016	Ophthalmate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C22359	S-Methyl-1-thio-D-xylulose 5-phosphate	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human)
C00024	Acetyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00068	Thiamin diphosphate	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00091	Succinyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00100	Propanoyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00123	L-Leucine	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00141	3-Methyl-2-oxobutanoic acid	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00164	Acetoacetate	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00183	L-Valine	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00233	4-Methyl-2-oxopentanoate	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00332	Acetoacetyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00349	2-Methyl-3-oxopropanoate	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00407	L-Isoleucine	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00630	2-Methylpropanoyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00671	(S)-3-Methyl-2-oxopentanoic acid	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00683	(S)-Methylmalonyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C01205	(R)-3-Amino-2-methylpropanoate	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C01213	(R)-Methylmalonyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C02170	Methylmalonate	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C02939	3-Methylbutanoyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C03069	3-Methylcrotonyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C03231	3-Methylglutaconyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C03284	L-3-Aminoisobutanoate	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C03344	2-Methylacetoacetyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C03345	2-Methylbut-2-enoyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C03460	2-Methylprop-2-enoyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C04405	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C05996	Branched chain fatty acid	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C05998	3-Hydroxyisovaleryl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C06000	(S)-3-Hydroxyisobutyryl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C06001	(S)-3-Hydroxyisobutyrate	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C06002	(S)-Methylmalonate semialdehyde	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C15972	Enzyme N6-(lipoyl)lysine	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C15973	Enzyme N6-(dihydrolipoyl)lysine	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C15974	3-Methyl-1-hydroxybutyl-ThPP	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C15975	[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C15976	2-Methyl-1-hydroxypropyl-ThPP	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C15977	[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C15978	2-Methyl-1-hydroxybutyl-ThPP	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C15979	[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C15980	(S)-2-Methylbutanoyl-CoA	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C20827	3-Hydroxyisovalerate	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)
C00022	Pyruvate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C00024	Acetyl-CoA	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C00109	2-Oxobutanoate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C00123	L-Leucine	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C00141	3-Methyl-2-oxobutanoic acid	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C00183	L-Valine	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C00188	L-Threonine	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C00233	4-Methyl-2-oxopentanoate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C00407	L-Isoleucine	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C00671	(S)-3-Methyl-2-oxopentanoic acid	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C02226	2-Methylmaleate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C02504	alpha-Isopropylmalate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C02612	(R)-2-Methylmalate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C02631	2-Isopropylmaleate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C04181	3-Hydroxy-3-methyl-2-oxobutanoic acid	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C04236	(2S)-2-Isopropyl-3-oxosuccinate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C04411	(2R,3S)-3-Isopropylmalate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C06006	(S)-2-Aceto-2-hydroxybutanoate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C06010	(S)-2-Acetolactate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C06032	D-erythro-3-Methylmalate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C14463	(R)-3-Hydroxy-3-methyl-2-oxopentanoate	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)
C00024	Acetyl-CoA	hsa00310	Lysine degradation - Homo sapiens (human)
C00026	2-Oxoglutarate	hsa00310	Lysine degradation - Homo sapiens (human)
C00037	Glycine	hsa00310	Lysine degradation - Homo sapiens (human)
C00042	Succinate	hsa00310	Lysine degradation - Homo sapiens (human)
C00047	L-Lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C00068	Thiamin diphosphate	hsa00310	Lysine degradation - Homo sapiens (human)
C00136	Butanoyl-CoA	hsa00310	Lysine degradation - Homo sapiens (human)
C00164	Acetoacetate	hsa00310	Lysine degradation - Homo sapiens (human)
C00322	2-Oxoadipate	hsa00310	Lysine degradation - Homo sapiens (human)
C00332	Acetoacetyl-CoA	hsa00310	Lysine degradation - Homo sapiens (human)
C00408	L-Pipecolate	hsa00310	Lysine degradation - Homo sapiens (human)
C00431	5-Aminopentanoate	hsa00310	Lysine degradation - Homo sapiens (human)
C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C00450	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate	hsa00310	Lysine degradation - Homo sapiens (human)
C00487	Carnitine	hsa00310	Lysine degradation - Homo sapiens (human)
C00489	Glutarate	hsa00310	Lysine degradation - Homo sapiens (human)
C00527	Glutaryl-CoA	hsa00310	Lysine degradation - Homo sapiens (human)
C00739	D-Lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C00877	Crotonoyl-CoA	hsa00310	Lysine degradation - Homo sapiens (human)
C00956	L-2-Aminoadipate	hsa00310	Lysine degradation - Homo sapiens (human)
C00990	5-Aminopentanamide	hsa00310	Lysine degradation - Homo sapiens (human)
C01087	(R)-2-Hydroxyglutarate	hsa00310	Lysine degradation - Homo sapiens (human)
C01142	(3S)-3,6-Diaminohexanoate	hsa00310	Lysine degradation - Homo sapiens (human)
C01144	(S)-3-Hydroxybutanoyl-CoA	hsa00310	Lysine degradation - Homo sapiens (human)
C01149	4-Trimethylammoniobutanal	hsa00310	Lysine degradation - Homo sapiens (human)
C01181	4-Trimethylammoniobutanoate	hsa00310	Lysine degradation - Homo sapiens (human)
C01186	(3S,5S)-3,5-Diaminohexanoate	hsa00310	Lysine degradation - Homo sapiens (human)
C01211	Procollagen 5-hydroxy-L-lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C01259	(3S)-3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C01672	Cadaverine	hsa00310	Lysine degradation - Homo sapiens (human)
C02188	Protein lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C02727	N6-Acetyl-L-lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C03087	5-Acetamidopentanoate	hsa00310	Lysine degradation - Homo sapiens (human)
C03196	(S)-2-Hydroxyglutarate	hsa00310	Lysine degradation - Homo sapiens (human)
C03239	6-Amino-2-oxohexanoate	hsa00310	Lysine degradation - Homo sapiens (human)
C03273	5-Oxopentanoate	hsa00310	Lysine degradation - Homo sapiens (human)
C03366	5-Phosphooxy-L-lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C03656	(S)-5-Amino-3-oxohexanoic acid	hsa00310	Lysine degradation - Homo sapiens (human)
C03793	N6,N6,N6-Trimethyl-L-lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C04020	D-Lysopine	hsa00310	Lysine degradation - Homo sapiens (human)
C04076	L-2-Aminoadipate 6-semialdehyde	hsa00310	Lysine degradation - Homo sapiens (human)
C04092	Delta1-Piperideine-2-carboxylate	hsa00310	Lysine degradation - Homo sapiens (human)
C04487	5-(D-Galactosyloxy)-L-lysine-procollagen	hsa00310	Lysine degradation - Homo sapiens (human)
C05161	(2R,5S)-2,5-Diaminohexanoate	hsa00310	Lysine degradation - Homo sapiens (human)
C05231	L-3-Aminobutyryl-CoA	hsa00310	Lysine degradation - Homo sapiens (human)
C05544	Protein N6-methyl-L-lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C05545	Protein N6,N6-dimethyl-L-lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C05546	Protein N6,N6,N6-trimethyl-L-lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C05548	6-Acetamido-2-oxohexanoate	hsa00310	Lysine degradation - Homo sapiens (human)
C05825	2-Amino-5-oxohexanoate	hsa00310	Lysine degradation - Homo sapiens (human)
C06157	[Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine	hsa00310	Lysine degradation - Homo sapiens (human)
C12455	5-Aminopentanal	hsa00310	Lysine degradation - Homo sapiens (human)
C15972	Enzyme N6-(lipoyl)lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C15973	Enzyme N6-(dihydrolipoyl)lysine	hsa00310	Lysine degradation - Homo sapiens (human)
C16741	L-Hydroxylysine	hsa00310	Lysine degradation - Homo sapiens (human)
C22667	4-Carboxy-1-hydroxybutyryl-ThPP	hsa00310	Lysine degradation - Homo sapiens (human)
C00011	CO2	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00014	Ammonia	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00025	L-Glutamate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00026	2-Oxoglutarate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00049	L-Aspartate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00062	L-Arginine	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00064	L-Glutamine	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00077	L-Ornithine	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00086	Urea	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00122	Fumarate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00169	Carbamoyl phosphate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00327	L-Citrulline	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00437	N-Acetylornithine	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00624	N-Acetyl-L-glutamate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C01010	Urea-1-carboxylate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C01250	N-Acetyl-L-glutamate 5-semialdehyde	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C03406	N-(L-Arginino)succinate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C04133	N-Acetyl-L-glutamate 5-phosphate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C15532	N-Acetyl-L-citrulline	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C20948	LysW-L-glutamate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C20949	LysW-L-glutamyl 5-phosphate	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C20950	LysW-L-glutamate 5-semialdehyde	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C20951	LysW-L-ornithine	hsa00220	Arginine biosynthesis - Homo sapiens (human)
C00012	Peptide	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00019	S-Adenosyl-L-methionine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00022	Pyruvate	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00025	L-Glutamate	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00048	Glyoxylate	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00062	L-Arginine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00077	L-Ornithine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00086	Urea	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00134	Putrescine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00148	L-Proline	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00179	Agmatine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00213	Sarcosine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00223	p-Coumaroyl-CoA	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00300	Creatine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00315	Spermidine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00334	4-Aminobutanoate	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00406	Feruloyl-CoA	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00431	5-Aminopentanoate	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00436	N-Carbamoylputrescine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00441	L-Aspartate 4-semialdehyde	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00533	Nitric oxide	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00555	4-Aminobutyraldehyde	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00581	Guanidinoacetate	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00750	Spermine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00763	D-Proline	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00791	Creatinine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00884	Homocarnosine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C00986	1,3-Diaminopropane	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C01035	4-Guanidinobutanoate	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C01043	N-Carbamoylsarcosine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C01110	5-Amino-2-oxopentanoic acid	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C01137	S-Adenosylmethioninamine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C01157	Hydroxyproline	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C01165	L-Glutamate 5-semialdehyde	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C01250	N-Acetyl-L-glutamate 5-semialdehyde	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C01682	Nopaline	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C02305	Phosphocreatine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C02565	N-Methylhydantoin	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C02647	4-Guanidinobutanal	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C02714	N-Acetylputrescine	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C02946	4-Acetamidobutanoate	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C03078	4-Guanidinobutanamide	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
C03166	Phosphoguanidinoacetate	hsa00330	Arginine and proline metabolism - Homo sapiens (human)
